address;flats;entrances;floors
улица Ломоносова, 83-в;58;3;5
улица Ломоносова, 114/19;162;4;10
улица Ломоносова, 116/9;60;4;5
улица Ломоносова, 114/20;178;1;16
улица Ломоносова, 114/15;45;1;10
улица Свободы, 31;77;2;9
улица Свободы, 59;64;4;5
улица Свободы, 29;50;3;5
улица Свободы, 55;100;6;5
улица Свободы, 10;88;3;10
улица Свободы, 45;93;3;11
улица Свободы, 22;144;2;4
улица Свободы, 77-а;87;1;5
улица Свободы, 65;64;4;5
улица Свободы, 67;80;4;5
улица Антонова-Овсеенко, 29;564;8;12
улица Антонова-Овсеенко, 7-б;592;4;17
улица Антонова-Овсеенко, 41;180;3;16
улица Антонова-Овсеенко, 15;108;3;9
улица Антонова-Овсеенко, 33-б;411;5;18
улица Антонова-Овсеенко, 31;337;4;17
улица Антонова-Овсеенко, 11;62;1;9
улица Антонова-Овсеенко, 33;235;6;10
улица Антонова-Овсеенко, 31-а;258;6;10
улица Антонова-Овсеенко, 7-л;204;2;17
улица Антонова-Овсеенко, 25-а;80;1;13
улица Антонова-Овсеенко, 23-а;138;3;10
улица Антонова-Овсеенко, 13;59;1;9
улица Антонова-Овсеенко, 9;62;1;9
улица Юлюса Янониса, 9-а;127;4;10
улица Юлюса Янониса, 17-а;94;2;13
улица Юлюса Янониса, 11;138;5;9
улица Юлюса Янониса, 8/2;158;3;5
улица Юлюса Янониса, 6-а;80;2;10
улица Юлюса Янониса, 10/1;158;3;5
улица Юлюса Янониса, 11-а;138;4;1
улица Юлюса Янониса, 24;64;4;5
улица Юлюса Янониса, 12-а;69;5;5
улица Юлюса Янониса, 15;72;2;9
улица Юлюса Янониса, 7;180;5;9
улица Юлюса Янониса, 5;139;3;9
улица Юлюса Янониса, 12;100;5;5
улица Юлюса Янониса, 8/1;158;3;5
улица Юлюса Янониса, 1;192;1;16
улица Юлюса Янониса, 16;100;5;5
улица Юлюса Янониса, 9;180;5;9
улица Юлюса Янониса, 14;100;5;5
улица Юлюса Янониса, 14-а;75;5;5
улица Юлюса Янониса, 18;100;5;5
улица Юлюса Янониса, 17;215;6;9
улица Юлюса Янониса, 10/2;158;3;5
улица Юлюса Янониса, 3;198;7;9
улица 9 Января, 89;79;4;5
улица 9 Января, 298;118;3;10
улица 9 Января, 300/4;130;3;10
улица 9 Января, 272;277;1;9
улица 9 Января, 233/45;180;2;17
улица 9 Января, 233/15;238;6;10
улица 9 Января, 68 корп. 3;662;6;15
улица 9 Января, 87;466;12;9
улица 9 Января, 270-а;156;3;9
улица 9 Января, 233/20;120;3;10
улица 9 Января, 233/23;79;2;10
улица 9 Января, 294;127;1;16
улица 9 Января, 294-а;120;3;10
улица 9 Января, 32;111;1;17
улица 9 Января, 128;64;4;5
улица 9 Января, 284;143;4;9
улица 9 Января, 48;50;1;4
улица 9 Января, 68/2 корпус 4;155;1;17
улица 9 Января, 241/1;200;2;10
улица 9 Января, 148;197;6;9
улица 9 Января, 300/2;80;2;10
улица 9 Января, 233/32;429;9;10
улица 9 Января, 258;106;3;9
улица 9 Января, 241/11;158;4;10
улица 9 Января, 68 корп. 4;469;4;15
улица 9 Января, 266;192;1;16
улица 9 Января, 133;738;5;18
улица 9 Января, 264;120;3;10
улица 9 Января, 300/5;79;2;10
улица 9 Января, 262/3;289;7;10
улица 9 Января, 57;45;1;3
улица 9 Января, 233/26;200;5;10
улица 9 Января, 241/8;80;2;10
улица 9 Января, 302;149;1;17
улица 9 Января, 300/3;80;2;10
улица 9 Января, 68 корп. 1;494;4;15
улица 9 Января, 233/21;119;3;10
улица 9 Января, 241/7;158;4;10
улица 9 Января, 300-б;260;6;10
улица 9 Января, 122;64;4;5
улица 9 Января, 131;255;2;18
улица 9 Января, 54-в;193;2;17
улица 9 Января, 233/19;317;8;10
улица 9 Января, 231-е;220;4;10
улица 9 Января, 223И;378;2;20
улица 9 Января, 175;210;2;17
улица 9 Января, 233/16;79;2;10
улица 9 Января, 241/9;180;2;17
улица 9 Января, 278;246;1;9
улица 9 Января, 51;31;2;4
улица 9 Января, 262/6;113;1;17
улица 9 Января, 300/1;80;2;10
улица 9 Января, 270;92;2;9
улица 9 Января, 49;75;8;4
улица 9 Января, 91;78;4;5
улица 9 Января, 241/10;237;6;10
улица 9 Января, 241/6;158;4;10
улица 9 Января, 270-б;136;1;17
улица 9 Января, 68/2 корпус 2;135;1;17
улица 9 Января, 233-а;128;3;10
улица 9 Января, 282-а;128;1;16
улица 9 Января, 68 корп. 2;466;4;15
улица 9 Января, 241/2;300;3;10
улица 9 Января, 231-д;239;6;10
улица 9 Января, 129;32;2;5
улица 9 Января, 286;192;1;16
улица 9 Января, 233/12;119;3;10
улица 9 Января, 233/9;238;6;10
улица 9 Января, 262/2;120;3;10
улица 9 Января, 298-а;120;3;10
улица 9 Января, 233/35;416;4;17
улица 9 Января, 241/14;160;4;10
улица 9 Января, 97;80;4;5
улица 9 Января, 99;64;4;5
улица 9 Января, 241/5;280;4;10
улица 9 Января, 256;132;4;9
улица 9 Января, 280;144;4;9
улица 9 Января, 68/2 корпус 1;135;1;17
улица 9 Января, 182/1;32;2;4
улица 9 Января, 292;96;1;16
улица 9 Января, 233/28;120;3;10
улица 9 Января, 211;143;4;9
улица 9 Января, 262/1;200;5;10
улица 9 Января, 282;71;2;9
улица 9 Января, 68/2 корпус 3;165;1;17
улица 9 Января, 241/3;120;3;10
улица 9 Января, 233/13;119;3;10
улица 9 Января, 300;200;5;10
улица 9 Января, 233/17;277;7;10
улица 9 Января, 42;49;3;5
улица 9 Января, 288;128;1;16
улица 9 Января, 233-в;118;3;10
улица 9 Января, 111;53;4;5
улица 9 Января, 241/15;159;4;10
улица 9 Января, 233/27;80;2;10
улица 9 Января, 191-б;40;2;5
улица 9 Января, 233/18;119;3;10
улица 9 Января, 233/14;119;3;10
улица 9 Января, 233-б;119;3;10
улица 9 Января, 110;100;1;10
улица 9 Января, 233/8;79;2;10
улица Шукшина, 27;191;3;16
улица Шукшина, 21;181;1;16
улица Шукшина, 23;178;1;16
улица Шукшина, 19;191;1;16
улица Шукшина, 31;80;2;10
улица 25 Января, 38;84;1;12
улица 25 Января, 2-а;72;2;9
улица 25 Января, 52;163;4;9
улица 25 Января, 20-а;72;2;9
улица 25 Января, 52-а;237;6;10
улица 25 Января, 14-а;128;1;16
улица 25 Января, 24;142;4;9
улица 25 Января, 22;126;8;5
улица 25 Января, 6-а;117;3;10
улица 25 Января, 34-б;80;2;10
улица 25 Января, 42;171;1;9
улица 25 Января, 40;74;6;5
улица 25 Января, 8-а;144;4;9
улица 25 Января, 34;142;4;9
улица 25 Января, 70;140;4;9
улица 25 Января, 2;134;4;9
улица 25 Января, 30;142;4;9
улица 25 Января, 72;192;4;9
улица 25 Января, 32-а;72;2;9
улица 25 Января, 4;78;1;12
улица 25 Января, 34-а;158;4;10
улица 25 Января, 28;77;1;12
улица 25 Января, 18;143;4;9
улица 25 Января, 46;119;8;5
улица 25 Января, 8;100;6;5
улица 25 Января, 50;128;4;9
улица 25 Января, 12;72;2;9
улица 25 Января, 6;142;4;9
переулок Здоровья, 90 Г/1 к.1;286;4;16
переулок Здоровья, 90-о;184;3;1?
переулок Здоровья, 90-г;414;6;16
переулок Здоровья, 90/4;255;2;17
переулок Здоровья, 90Г/1;128;2;16
переулок Здоровья, 90-а;493;13;10
переулок Здоровья, 90/2;80;2;10
переулок Здоровья, 90/1;103;1;17
переулок Здоровья, 90/3;170;2;17
улица Карла Маркса, 108/110;51;5;4
улица Карла Маркса, 40-а;231;5;10
улица Карла Маркса, 98;142;4;10
улица Карла Маркса, 116-а;496;7;16
улица Карла Маркса, 94;79;5;4
улица Карла Маркса, 78;33;2;5
улица Карла Маркса, 76;50;1;9
улица Карла Маркса, 66;86;5;5
улица Карла Маркса, 45;31;1;9
улица Карла Маркса, 49;110;8;5
улица Карла Маркса, 92;32;4;4
улица Карла Маркса, 74;49;1;9
улица Карла Маркса, 112;68;7;4
улица Карла Маркса, 56;48;3;8
улица Карла Маркса, 61;47;5;4
улица Карла Маркса, 38;52;3;5
улица Карла Маркса, 92-а;34;3;5
улица Космонавта Комарова, 2;143;4;9
улица Космонавта Комарова, 13;130;4;9
улица Космонавта Комарова, 6;141;4;9
улица Космонавта Комарова, 10;143;4;9
улица Космонавта Комарова, 7;120;8;5
улица Космонавта Комарова, 14;135;4;9
улица Космонавта Комарова, 12;143;4;9
улица Космонавта Комарова, 8-а;228;4;10
улица Космонавта Комарова, 11;106;3;9
улица Космонавта Комарова, 5;120;8;5
улица Космонавта Комарова, 16;135;4;9
улица Космонавта Комарова, 8-б;40;1;10
улица Космонавта Комарова, 3;120;8;5
улица Космонавта Комарова, 4;143;4;9
улица 60 Армии, 8;259;1;12
улица 60 Армии, 22-а;158;4;10
улица 60 Армии, 6;264;1;12
улица 60 Армии, 21;194;2;15
улица 60 Армии, 28;170;2;17
улица 60 Армии, 9;90;6;5
улица 60 Армии, 35;161;3;9
улица 60 Армии, 22-б;119;3;10
улица 60 Армии, 31;179;5;9
улица 60 Армии, 26;163;2;17
улица 60 Армии, 29;288;8;9
улица 60 Армии, 25;135;5;9
улица 60 Армии, 2;264;1;12
улица 60 Армии, 23;347;10;9
улица 60 Армии, 37;127;1;16
улица 60 Армии, 1;72;2;9
улица 60 Армии, 15;143;4;9
улица 60 Армии, 27;205;5;1
улица 60 Армии, 11;60;4;5
улица 60 Армии, 5;72;2;9
улица 60 Армии, 4;264;1;12
улица 60 Армии, 3;142;4;9
улица 60 Армии, 17;72;2;9
улица 60 Армии, 29-а;201;5;1
улица Беговая, 219-ж;352;4;14
улица Беговая, 158;170;7;9
улица Беговая, 166;143;4;9
улица Беговая, 4/1;215;6;9
улица Беговая, 219/2;425;5;17
улица Беговая, 172;218;4;10
улица Беговая, 138;144;4;9
улица Беговая, 219/3;340;4;17
улица Беговая, 170;159;4;10
улица Беговая, 162;319;6;9
улица Беговая, 223/1;204;2;17
улица Беговая, 8/1;56;4;5
улица Беговая, 223/4;407;2;15
улица Беговая, 223/2;375;2;18
улица Беговая, 10/2;90;6;5
улица Беговая, 160;153;4;9
улица Беговая, 2/3;325;8;3
улица Беговая, 152;174;4;10
улица Беговая, 6/1;90;6;5
улица Беговая, 150;80;2;10
улица Беговая, 148;158;4;9
улица Беговая, 142;84;1;12
улица Беговая, 156;142;1;9
улица Беговая, 8/3;80;1;12
улица Беговая, 223-в;120;2;12
улица Беговая, 128;103;3;9
улица Беговая, 10/5;106;2;9
улица Беговая, 168;216;6;9
улица Беговая, 225-а;156;3;13
улица Беговая, 219-д;111;1;17
улица Беговая, 219/1;595;7;17
улица Беговая, 6/3;90;6;5
улица Беговая, 6/2;90;6;5
улица Беговая, 229;340;4;17
улица Беговая, 138-а;158;4;10
улица Беговая, 219-е;450;5;17
улица Беговая, 130;84;1;12
улица Беговая, 217;112;3;9
улица Беговая, 225;205;4;13
улица Беговая, 144;225;6;9
улица Беговая, 225-в;156;3;13
улица Беговая, 140;108;3;9
улица Беговая, 8/2;56;4;5
улица Беговая, 2/1;200;5;10
улица Суворова, 122-д;387;2;19
улица Суворова, 122-б;787;2;25
улица Суворова, 122-а;636;2;25
улица Суворова, 65;258;6;9
улица Суворова, 116-а;99;1;10
улица Суворова, 122-в;595;2;26
улица Суворова, 116;90;2;10
улица Переверткина, 2;143;1;9
улица Переверткина, 15;129;8;5
улица Переверткина, 1/6;300;2;25
улица Переверткина, 1/4;271;3;17
улица Переверткина, 51;84;1;14
улица Переверткина, 1/12;300;1;29
улица Переверткина, 45;282;1;9
улица Переверткина, 10;80;4;5
улица Переверткина, 28;119;8;5
улица Переверткина, 6;100;6;5
улица Переверткина, 22;90;6;5
улица Переверткина, 48;140;8;5
улица Переверткина, 17;129;8;5
улица Переверткина, 1/7;300;2;25
улица Переверткина, 49;112;3;9
улица Переверткина, 35/1;60;1;10
улица Переверткина, 33;142;4;9
улица Переверткина, 39;120;3;9
улица Переверткина, 1/2;300;3;17
улица Переверткина, 38;99;6;5
улица Переверткина, 37;108;3;9
улица Переверткина, 27;142;4;9
улица Переверткина, 41;220;6;9
улица Переверткина, 18;99;6;5
улица Переверткина, 26;90;6;5
улица Переверткина, 42-а;83;1;12
улица Переверткина, 43;261;2;9
улица Переверткина, 31;236;6;10
улица Переверткина, 1/3;250;1;25
улица Переверткина, 1/10;295;1;25
улица Переверткина, 1/11;288;1;25
улица Переверткина, 1/8;300;1;25
улица Переверткина, 47;83;1;12
улица Переверткина, 31-а;198;5;10
улица Переверткина, 4;56;4;5
улица Переверткина, 20;90;6;5
улица Переверткина, 24-а;85;1;17
улица Переверткина, 29;128;4;9
улица Переверткина, 1/1;240;1;25
улица Переверткина, 11;56;4;5
улица Переверткина, 1/9;240;1;25
улица Переверткина, 35;176;5;9
улица Переверткина, 26-а;90;4;5
улица Переверткина, 21;72;1;9
улица Переверткина, 13;56;4;5
улица Переверткина, 24;118;6;5
улица Переверткина, 44;54;1;9
улица Артамонова, 38;104;8;5
улица Артамонова, 4-а;220;18;5
улица Артамонова, 38д корп. 1;437;5;17
улица Артамонова, 38-в;320;4;17
улица Артамонова, 22л;120;1;15
улица Артамонова, 30-а;179;4;10
улица Артамонова, 36;159;1;9
улица Артамонова, 38-б;198;5;10
улица Артамонова, 34-ж;912;11;4
улица Артамонова, 8-а;152;4;9
улица Артамонова, 34/9;380;3;45
улица Артамонова, 18;120;7;5
улица Артамонова, 20;127;2;9
улица Артамонова, 34-а;112;3;1
улица Артамонова, 34;104;8;5
улица Артамонова, 38-д;306;3;17
улица Артамонова, 9;59;1;9
улица Артамонова, 32;56;4;5
улица Артамонова, 40;64;1;9
улица Артамонова, 4-д;386;2;17
улица Артамонова, 34/8;398;3;45
улица Артамонова, 16;140;4;9
улица Артамонова, 22;127;4;9
улица Артамонова, 34/6;398;3;42
улица Артамонова, 11;85;6;5
улица Артамонова, 5;32;4;2
улица Артамонова, 2-а;90;2;9
улица Артамонова, 22и;168;2;17
улица Артамонова, 14;56;4;5
улица Артамонова, 38-а;144;1;9
улица Артамонова, 24;143;4;9
улица Артамонова, 7;92;3;1
улица Артамонова, 34-б;199;5;10
улица Артамонова, 42;65;1;9
улица Артамонова, 12-а;72;2;9
улица Артамонова, 28;70;4;5
улица Богатырская, 30;158;4;10
улица Мордасовой, 5;160;4;10
улица Мордасовой, 7-а;159;4;10
улица Мордасовой, 9;120;3;10
улица Мордасовой, 11-а;160;4;10
улица Мордасовой, 7;238;6;10
улица Мордасовой, 9-а;119;3;10
улица Мордасовой, 13;120;3;10
улица Мордасовой, 3-а;199;5;10
улица Мордасовой, 3;160;4;10
улица Мордасовой, 9-б;120;3;10
улица Транспортная, 65-а;107;3;10
улица Транспортная, 65;118;2;10
улица Транспортная, 83;119;3;10
улица Транспортная, 81;146;4;9
улица Транспортная, 79;74;5;5
улица Электровозная, 8;140;4;7
улица Электровозная, 6;72;2;9
улица Электровозная, 12-а;80;2;10
улица Защитников Родины, 24;120;2;5
улица Защитников Родины, 4;66;2;3
улица Защитников Родины, 10;63;4;5
улица Защитников Родины, 6;46;3;5
улица Защитников Родины, 16;48;3;4
улица Защитников Родины, 22;70;4;5
улица Защитников Родины, 1А;159;4;10
улица Защитников Родины, 8;36;3;4
улица Защитников Родины, 10-а;72;2;9
улица Торпедо, 33-а;180;2;15
улица Торпедо, 25;32;2;4
улица Торпедо, 34/1;50;1;10
улица Торпедо, 34;50;1;5
улица Торпедо, 23;32;2;4
улица Торпедо, 17-б;65;4;5
улица Торпедо, 17;80;4;5
улица Торпедо, 33;80;4;5
улица Торпедо, 17-а;155;2;5
улица Торпедо, 27;64;4;4
улица Торпедо, 15;64;4;5
улица Архитектора Троицкого, 5;160;4;10
улица Архитектора Троицкого, 8;72;2;9
улица Архитектора Троицкого, 3;44;1;10
улица Богдана Хмельницкого, 44;31;2;4
улица Богдана Хмельницкого, 25;258;3;19
улица Богдана Хмельницкого, 32-а;60;5;5
улица Богдана Хмельницкого, 54-б;120;3;10
улица Богдана Хмельницкого, 42;93;5;5
улица Богдана Хмельницкого, 20/1;45;1;9
улица Богдана Хмельницкого, 26-а;94;8;5
улица Богдана Хмельницкого, 46-а;120;6;5
улица Богдана Хмельницкого, 56-б;97;6;5
улица Богдана Хмельницкого, 66;86;2;9
улица Богдана Хмельницкого, 68;219;6;10
улица Богдана Хмельницкого, 50-а;112;8;5
улица Богдана Хмельницкого, 56-д;144;8;5
улица Богдана Хмельницкого, 51;92;6;4
улица Богдана Хмельницкого, 46-б;120;6;5
улица Богдана Хмельницкого, 56-в;94;6;4
улица Богдана Хмельницкого, 50;33;3;3
улица Богдана Хмельницкого, 64;71;2;9
улица Богдана Хмельницкого, 50-б;98;3;9
улица Ипподромная, 68/2;228;1;20
улица Ипподромная, 2-а;142;6;6
улица Ипподромная, 2-в;72;2;9
улица Героев Сибиряков, 32;119;8;5
улица Героев Сибиряков, 34;119;8;5
улица Героев Сибиряков, 41;100;6;5
улица Героев Сибиряков, 30;119;8;5
улица Героев Сибиряков, 67;83;1;12
улица Героев Сибиряков, 48;120;8;5
улица Героев Сибиряков, 27;90;6;5
улица Героев Сибиряков, 35;100;6;5
улица Героев Сибиряков, 37;143;4;9
улица Героев Сибиряков, 44;70;4;5
улица Героев Сибиряков, 33/2;80;1;12
улица Героев Сибиряков, 77;100;6;5
улица Героев Сибиряков, 67-а;78;1;12
улица Героев Сибиряков, 36;143;4;9
улица Героев Сибиряков, 24;203;6;9
улица Героев Сибиряков, 15-а;96;6;45
улица Героев Сибиряков, 53;152;1;9
улица Героев Сибиряков, 89;119;8;5
улица Героев Сибиряков, 14;120;8;5
улица Героев Сибиряков, 42;70;4;5
улица Героев Сибиряков, 65;179;12;5
улица Героев Сибиряков, 3;60;4;5
улица Героев Сибиряков, 36-а;141;4;9
улица Героев Сибиряков, 41-а;83;6;5
улица Героев Сибиряков, 43;100;6;5
улица Героев Сибиряков, 50;120;8;5
улица Героев Сибиряков, 61;89;6;5
улица Героев Сибиряков, 75;100;6;5
улица Героев Сибиряков, 59;90;6;5
улица Героев Сибиряков, 99;199;12;5
улица Героев Сибиряков, 53-а;81;2;9
улица Героев Сибиряков, 73;100;6;5
улица Героев Сибиряков, 52;120;8;5
улица Героев Сибиряков, 46;209;6;9
улица Героев Сибиряков, 103;78;1;12
улица Героев Сибиряков, 13;80;4;5
улица Героев Сибиряков, 91;100;5;5
улица Героев Сибиряков, 30-а;108;3;9
улица Героев Сибиряков, 97;100;5;5
улица Героев Сибиряков, 15;120;6;5
улица Героев Сибиряков, 55-а;80;4;5
улица Героев Сибиряков, 23;64;4;5
улица Героев Сибиряков, 47;70;4;5
улица Героев Сибиряков, 38;70;4;5
улица Героев Сибиряков, 57;90;6;5
улица Героев Сибиряков, 105;80;6;5
улица Героев Сибиряков, 101;83;1;12
улица Героев Сибиряков, 51;51;1;9
улица Героев Сибиряков, 18;83;1;12
улица Героев Сибиряков, 20;83;1;12
улица Героев Сибиряков, 8;120;8;5
улица Героев Сибиряков, 16;120;8;5
улица Героев Сибиряков, 31;90;6;5
улица Героев Сибиряков, 25;64;4;5
улица Героев Сибиряков, 19;56;3;5
улица Героев Сибиряков, 39;80;6;5
улица Героев Сибиряков, 54;96;3;9
улица Героев Сибиряков, 9;80;4;5
улица Героев Сибиряков, 45;64;4;5
улица Остужева, 29-а;210;3;15
улица Остужева, 3;120;1;16
улица Остужева, 7;80;6;5
улица Остужева, 22;77;4;5
улица Остужева, 1;160;5;9
улица Остужева, 40;80;1;12
улица Остужева, 32-а;108;3;9
улица Остужева, 44;119;8;5
улица Остужева, 1-а;128;4;9
улица Остужева, 32;54;1;9
улица Остужева, 24;119;8;5
улица Остужева, 5-а;200;6;9
улица Остужева, 28;282;6;9
улица Остужева, 12;80;4;5
улица Остужева, 46;119;8;5
улица Остужева, 48;119;8;5
улица Остужева, 15;91;6;5
улица Остужева, 3-а;143;4;9
улица Остужева, 5;48;1;9
улица Остужева, 30;119;8;5
улица Остужева, 6;295;6;9
улица Остужева, 34;119;8;5
улица Остужева, 36;192;4;9
улица Остужева, 42;80;6;5
улица Остужева, 10;80;4;5
улица Остужева, 50;100;6;5
улица Ленинградская, 82в;222;3;45
улица Ленинградская, 26-а;188;5;9
улица Ленинградская, 28;276;4;11
улица Ленинградская, 136;60;5;5
улица Ленинградская, 30;201;3;42
улица Ленинградская, 6;60;3;5
улица Ленинградская, 68;70;1;15
улица Ленинградская, 134;86;5;5
улица Ленинградская, 55;54;9;4
улица Ленинградская, 8;64;4;5
улица Ленинградская, 20;164;2;13
улица Ленинградская, 132;58;6;4
улица Ленинградская, 55-а;317;8;10
улица Ленинградская, 126;105;8;5
улица Ленинградская, 108;138;4;9
улица Ленинградская, 22;128;1;16
улица Ленинградская, 59/7;160;9;5
улица Ленинградская, 104;135;3;2
улица Ленинградская, 110;92;8;5
переулок Павловский, 64-в;179;5;9
переулок Павловский, 64-б;72;2;9
переулок Павловский, 56;305;7;9
переулок Павловский, 64-а;108;3;9
улица Гаршина, 10;90;2;9
улица Гаршина, 6;210;3;10
улица Гаршина, 16;71;1;12
улица Гаршина, 21;198;3;9
бульвар Фестивальный, 25-а;135;3;9
бульвар Фестивальный, 15-а;71;2;9
бульвар Фестивальный, 7-а;71;2;9
бульвар Фестивальный, 23-а;71;2;9
бульвар Фестивальный, 11-а;71;2;9
бульвар Фестивальный, 19-а;71;2;9
улица Олеко Дундича, 15;80;1;12
улица Олеко Дундича, 11;138;4;9
улица Олеко Дундича, 23;231;6;9
улица Олеко Дундича, 19;112;1;17
улица Олеко Дундича, 25;289;2;12
улица Олеко Дундича, 3;138;4;9
улица Олеко Дундича, 17;138;4;9
улица Олеко Дундича, 7;144;4;9
улица Олеко Дундича, 1;77;1;12
улица Олеко Дундича, 9;81;1;12
улица Шендрикова, 1;96;6;5
улица Шендрикова, 3;60;4;5
улица Шендрикова, 2;99;6;5
улица Шендрикова, 12;70;4;5
улица Шендрикова, 10;190;11;5
улица Шендрикова, 13;142;4;9
улица Шендрикова, 14;70;4;5
улица Шендрикова, 5;120;8;5
улица Южно-Моравская, 31;256;1;9
улица Южно-Моравская, 19-а;128;1;16
улица Южно-Моравская, 50/4;56;4;5
улица Южно-Моравская, 31-а;170;1;17
улица Южно-Моравская, 16;81;1;12
улица Южно-Моравская, 12;120;2;5
улица Южно-Моравская, 10;120;2;5
улица Южно-Моравская, 22;192;6;9
улица Южно-Моравская, 68;70;4;5
улица Южно-Моравская, 21;128;1;16
улица Южно-Моравская, 27;106;1;9
улица Южно-Моравская, 62;216;6;9
улица Южно-Моравская, 11;280;8;9
улица Южно-Моравская, 17;128;1;16
улица Южно-Моравская, 33;217;1;9
улица Южно-Моравская, 42;143;4;9
улица Южно-Моравская, 54;144;4;9
улица Южно-Моравская, 52;84;1;12
улица Южно-Моравская, 15-б;355;5;16
улица Южно-Моравская, 68/1;80;2;10
улица Южно-Моравская, 44;70;4;5
улица Южно-Моравская, 50/1;69;4;5
улица Южно-Моравская, 34;129;8;5
улица Южно-Моравская, 38;297;9;9
улица Южно-Моравская, 74;192;6;9
улица Южно-Моравская, 4;56;4;5
улица Южно-Моравская, 30;192;6;9
улица Южно-Моравская, 13;261;8;9
улица Южно-Моравская, 6;90;6;5
улица Южно-Моравская, 36;129;8;5
улица Южно-Моравская, 15;128;1;16
улица Южно-Моравская, 2;83;1;12
улица Южно-Моравская, 15-а;192;1;16
улица Южно-Моравская, 14;120;2;5
улица Южно-Моравская, 64;144;4;9
улица Южно-Моравская, 9;177;3;12
улица Южно-Моравская, 19;128;1;16
улица Южно-Моравская, 26;81;1;12
улица Южно-Моравская, 56;79;4;5
улица Южно-Моравская, 8;192;6;9
улица Южно-Моравская, 40;201;6;9
улица Южно-Моравская, 35;150;1;9
улица Южно-Моравская, 28;56;4;5
улица Южно-Моравская, 25;204;1;9
улица Южно-Моравская, 70;115;3;9
улица Южно-Моравская, 29;235;1;9
улица Южно-Моравская, 66;56;4;5
улица Южно-Моравская, 72;84;1;12
улица Южно-Моравская, 50/5;81;4;5
улица Домостроителей, 37;80;4;5
улица Домостроителей, 32;60;1;10
улица Домостроителей, 25;80;4;5
улица Домостроителей, 15;80;4;5
улица Домостроителей, 23;80;4;5
улица Домостроителей, 14-а;181;5;1
улица Домостроителей, 4;59;3;5
улица Домостроителей, 19;60;3;5
улица Домостроителей, 51-а;56;1;8
улица Домостроителей, 13;116;7;5
улица Домостроителей, 21;80;4;5
улица Домостроителей, 27;80;4;5
улица Домостроителей, 6;59;3;5
улица Домостроителей, 17;117;7;5
улица Домостроителей, 14;100;5;5
улица Домостроителей, 77;100;6;5
улица Домостроителей, 45;108;6;5
улица Домостроителей, 35;120;2;5
улица Домостроителей, 79;100;6;5
улица Домостроителей, 61;100;6;5
улица Домостроителей, 9;80;4;5
улица Домостроителей, 33;58;3;5
улица Домостроителей, 43;80;4;5
улица Домостроителей, 11;75;4;5
улица Домостроителей, 3;80;4;5
улица Домостроителей, 39;80;4;5
улица Домостроителей, 57;85;6;5
улица Домостроителей, 8;48;3;5
улица Домостроителей, 2;63;4;5
улица Домостроителей, 1;78;4;5
улица Домостроителей, 22;64;3;5
улица Домостроителей, 51;120;6;5
улица Пеше-Стрелецкая, 100;431;8;42
улица Пеше-Стрелецкая, 58 корп. 2;160;1;17
улица Пеше-Стрелецкая, 58 корп. 3;160;1;17
улица Пеше-Стрелецкая, 145;232;4;5
улица Пеше-Стрелецкая, 163;80;4;5
улица Пеше-Стрелецкая, 83;80;2;10
улица Пеше-Стрелецкая, 79-а;119;3;10
улица Пеше-Стрелецкая, 105;64;4;5
улица Пеше-Стрелецкая, 98;165;3;9
улица Пеше-Стрелецкая, 91;112;1;16
улица Пеше-Стрелецкая, 157;60;3;5
улица Пеше-Стрелецкая, 100-а;78;1;3
улица Пеше-Стрелецкая, 66;119;3;10
улица Пеше-Стрелецкая, 58 корп. 1;160;1;17
улица Пеше-Стрелецкая, 127;80;4;5
улица Пеше-Стрелецкая, 151;86;1;9
улица Пеше-Стрелецкая, 155;86;1;9
улица Пеше-Стрелецкая, 77;141;1;9
улица Пеше-Стрелецкая, 125;80;4;5
улица Пеше-Стрелецкая, 123;80;4;5
улица Пеше-Стрелецкая, 141;120;6;5
улица Пеше-Стрелецкая, 147;160;8;5
улица Пеше-Стрелецкая, 111;118;3;10
улица Пеше-Стрелецкая, 64;160;1;16
улица Пеше-Стрелецкая, 117;80;4;5
улица Пеше-Стрелецкая, 165;60;4;5
улица Пеше-Стрелецкая, 119;80;4;5
улица Пеше-Стрелецкая, 54;48;1;3
улица Изобретателей, 73;68;4;5
улица Антокольского, 4;120;2;10
улица Антокольского, 14;185;4;10
улица Антокольского, 8;160;1;5
улица Антокольского, 2;107;3;10
улица Антокольского, 10;70;1;5
переулок Архипова, 7-а;60;4;5
переулок Архипова, 9-а;60;4;5
улица Депутатская, 3;56;7;4
улица Депутатская, 21;211;12;5
улица Депутатская, 14;48;3;4
улица Депутатская, 19-а;224;6;10
улица Депутатская, 4;77;5;4
улица Депутатская, 9;163;10;45
улица Депутатская, 2;180;12;5
улица Депутатская, 6;173;9;5
улица Депутатская, 11-а;123;5;9
улица Депутатская, 10;63;5;4
улица Депутатская, 11;71;3;4
улица Депутатская, 1;56;7;4
улица Депутатская, 8;139;10;5
улица Депутатская, 7;195;3;4
улица Депутатская, 12;100;6;5
улица Конструкторов, 29-а;168;2;17
улица Конструкторов, 29-а корпус 1;160;2;17
улица Конструкторов, 62;49;4;5
улица Карла Либкнехта, 57;47;3;4
улица Берег реки Дон, 26/1;397;10;10
улица Берег реки Дон, 29-в;169;4;10
улица Берег реки Дон, 29-е;208;5;10
улица Театральная, 2;61;3;10
улица Театральная, 19;62;7;5
